mid,name,name yomigana,artist,artist yomigana,music ascii,simplified chinese,original artist,aka1,aka2,aka3,aka4,aka5,aka6,aka7
621,時計仕掛けのメリーゴーランド,tokeijikakenomeriigoorando,餡若feat.みゅい,annyafiitomyui,tokeijikake annya,用时钟带动的旋转木马,,时计仕挂,,,,,,
622,Prelude-Hereafter-,pureryuudohiaafutaa,源屋,minamotoya,prelude minamotoya,,,,,,,,,
623,False Cross,forusukurosu,BlackY,burakkii,false cross blacky,,,,,,,,,
624,ツーマンライブ,tsuumanraibu,東雲夏陽 meets 日向美ビタースイーツ♪,shinonomenatsuhimiitsuhinatabibitaasuiitsu,twoman live natsuhi,,,,,,,,,
625,INDEPENDENT SKY,independentosukai,SOUND HOLIC feat. Nana Takahashi,saundohorikkufiicharingunanatakahashi,independent sky soundholic,,,,,,,,,
626,鬼天,onigami,兎々,totto,onigami totto,,,,,,,,,
627,Go↓Go↑Girls&Boys!,googoogaaruzuandobooizu,松下feat.Sota & wac,matsushitafiicharingusoutaandowakku,gogogirlsboys matsushita,,,,,,,,,
628,ショットガン・ラヴァーズ,shottoganravaazu,のぼる↑ feat. 松下,noborufiicharingumatsushita,shotgun lovers matsushita,,,,,,,,,
629,TIEFSEE,teiifuzee,SOUND HOLIC Vs. dj TAKA feat. YURiCa,saundohorikkubaasasudiijieetakafiicharinguyurika,tiefsee soundholic,,,,,,,,,
630,CRITICAL LINE,kuriteikarurain,Ryu☆ feat.kradness,ryuufiicharingukuraddonesu,critical line kradness,,,,,,,,,
631,星の器 feat. らっぷびと,hoshinoutsuwafiicharingurappubito,魂音泉,tamaonsen,hoshinoutuwa tamaonsen,星之器,,,,,,,,
632,Invitation from Mr.C,inbiteeshonfuromumisutaashii,C-Show,shishou,invitation cshow,,,梅花A|♣A,,,,,,
633,2 MINUTES FIGHTERS,tsuuminittsufaitaazu,P*Light,piraito,2minutes plight,,,方块K|♦K,两分斗,,,,,
634,LegenD.,rejiendo,Yooh,yuu,legend yooh,,,黑桃K|♠K,雷根地,,,,,
635,World's end,waaruzuendo,Noah,noa,worlds end noah,,,红桃K|♥K,,,,,,
636,Everlasting Message,evaarasuteingumesseeji,ぺのれり,penoreri,everlasting penoreri,,,红桃Q|♥Q,永恒启示,王女,女王真是名曲啊,,,
637,Shiawase Transmission,shiawasetoransumisshon,you,yuu,shiawase you,,,红桃8|♥8,,,,,,
638,Aliquam,arikuamu,たちのん,tachinon,aliquam tachinon,,,黑桃Q|♠Q,,,,,,
639,Oriental Blossom,orientaruburossamu,影翔鼓舞,eishoukobu,oriental blossom eisyou,,,红桃3|♥3,黑桃3|♠3,,,,,
640,Stleq,sutore,ぬゆり,nuyuri,stleq nuyuri,,,黑桃6|♠6,,,,,,
641,Backflow,bakkufuroo,lapix,rapisu,backflow lapix,,,梅花10|♣10,,,,,,
642,Sayonara Planet Wars,sayonarapuranettouoozu,黒魔,kuroma,sayonara planet wars kuroma,,,梅花Q|♣Q,再见星球战争,TAMA猫,,,,
643,Beyond the Sandstorm,biyondozasandosutoomu,JourneyCat,jaaniikyatto,beyond the sandstorm journeycat,,,方块K|♦K,,,,,,
644,Asian Chip City,ajianchippushitei,提供,teikyou,asian chip city teikyou,,,方块A|♦A,,,,,,
645,冥天・ヘメロカリス,meitenhemerokarisu,u-z,yuuji,meiten uz,,,红桃4|♥4,,,,,,
646,FAKE STYLE II,feikusutairutsuu,FAKE TYPE.,feikutaipu,fake style ii fake type,,,梅花6|♣6,,,,,,
647,eternita,eteruniita,cosMo＠暴走P,kosumoattobousoupii,eternita cosmo,,,红桃A|♥A,,,,,,
648,Pieces of a Dream,piisesuobuadoriimu,uma vs. モリモリあつし,yuumabaasasumorimoriatsushi,pieces of a dream uma,,,黑桃7|♠7,,,,,,
649,continew,konteinyuu,Verdammt,feadamuto,continew verdammt,,,方块2|♦2,,,,,,
650,Chant du Cygne,shandeyushinyu,ke-ji,keeji,chant keji,,,黑桃A|♠A,剑基佬|剪辑佬,,,,,
651,Blacksphere,burakkusufia,s-don as Iriss,suudon'azuairisu,blacksphere sdon,,,黑桃K|♠K,,,,,,
652,Ops:Code-Rapture-,opusukoodorapuchaa,Getty vs. DJ DiA,getteiibaasasudiijieedaia,opscode rapture getty,,,ops code rapture,,,,,,
653,混乱少女❤そふらんちゃん!!,konranshoujosofuranchan,かめりあ feat. ななひら,kameriafiicharingunanahira,konransyojo kameria,混乱少女变速酱,,方块Q|♦Q,变速少女,,,,,
654,XHAOS JUDGE,kaosujajji,BlackYooh vs. siromaru,burakkyuubaasasushiromaru,xhaos judge blackyoohsiromaru,,,JOKER|小丑,,,,,,
655,Lucky*Clover,rakkiikuroobaa,Shiron＋こふ×モリモリあつしと提供でお送りします。,shirontasukofukakerumorimoriatsushitoteikyoudeookurishimasu,lucky clover shiron,,,梅花K|♣K,,,,,,
656,crêpe suzette,kureepushuzetto,kamome sano,kamomesano,crepe suzette kamome sano,,,方块9|♦9,苏塞特可丽饼|橘香薄饼卷,,,,,
657,到達してしまった僕らと夢と希望の最之果,toutatsushiteshimattabokuratoyumetokibounosainohate,Ayatsugu_Otowa,ayatsuguotowa,toutatsu ayatsugu,行至尽头的我们与梦与希望的彼方,,梅花J|♣J,到达 希望最之果,,,,,
658,Nofram,nofuramu,unatra,unatora,nofram unatra,,,红桃J|♥J,,,,,,
659,Never Ending,nebaaendingu,syzfonics,shizufonikusu,never ending syzfonics,,,梅花8|♣8,,,,,,
660,キモチコネクト,kimochikonekuto,東雲心菜 meets 日向美ビタースイーツ♪,shinonomekokonamiitsuhinatabibitaasuiitsu,kimochi kokona,,,,,,,,,
661,KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX-,keeeeshiinisenjuuniaruteimettomedoreehisutoriasaundoborutekkusu,FLOOR LEGENDS -KAC 2012-,furoaarejienzukeeeeshiinisenjuuni,um kac2012,,,KAC2012组曲,,,,,,
662,ECHO,ekoo,CIRCRUSH,saakurasshu,echo circrush,,,,,,,,,
663,M.A.Y.U.,mayu,Ryu☆ feat.MAYU,ryuufiicharingumayu,mayu ryu,,,,,,,,,
664,ELECT,erekuto,niki,niki,elect niki,,,,,,,,,
665,女言葉の消失,onnakotobanoshoushitsu,Sota Fujimori,soutafujimori,onnakotoba sota,女言叶的消失,,,,,,,,
666,朝色の紙飛行機,asaironokamihikouki,かめりあ,kameria,asairo kameria,朝色的纸飞行机|朝色的纸飞机,,,,,,,,
667,NEON WORLD,neonwaarudo,SOUND HOLIC feat. Nana Takahashi,saundohorikkufiicharingunanatakahashi,neon world sound holic,,,,,,,,,
668,Scarlet Moon,sukaarettomuun,REDALiCE feat. Ayumi Nomiya,reddoarisufiicharinguayuminomiya,scarlet moon redalice,,,,,,,,,
669,Russian Caravan Rhapsody,roshiankyarabanrapusodii,Power Of Nature,pawaaobuneichaa,russian caravan power of nature,,,,,,,,,
670,ほおずき程度には赤い頭髪,hoozukiteidonihaakaitouhatsu,Akhuta,akuta,hozukiteido akhuta,浆红赤发,,,,,,,,
671,取り残された美術(Arranged:HiZuMi),torinokosaretabijutsuarenjidohizumi,幽閉サテライト feat. senya,yuuheisateraitofiicharingusenya,torinokosareta yuuhei,遗落的美术,,取残美术,,,,,,
672,Struggle,sutoraguru,Masayoshi Minoshima(ALR),masayoshiminoshima,struggle masayoshi minoshima,,,,,,,,,
673,ホメ猫☆センセーション,homenekosenseeshon,P*Light feat. mow*2,piraitofiicharingumoomoo,homeneko plight,夸奖猫,,home猫,,,,,,
674,妖隠し -あやかしかくし-,ayakashikakushi,DJ TOTTO feat.3L,diijieetottofiicharingusuriieru,ayakashikakushi djtotto,妖隐,,,,,,,,
675,BEAT-NEW-WORLD,biitonyuuwaarudo,ビートまりお（COOL&CREATE）,biitomario,beat new world beatmario,,,,,,,,,
676,プレインエイジア -PHQ remix-,purein'eijiapiieichikyuurimikkusu,PHQUASE,fukase,plain asia phquase,,,,,,,,,
677,竹取飛翔 ～ Lunatic Princess (Ryu☆Remix),taketorihishourunateikkupurinsesuryuurimikkusu,Ryu☆,ryuu,taketorihisyou ryu,竹取飞翔,,,,,,,,
678,千年ノ理,sennennokotowari,猫叉Master,nekomatamasutaa,sennennokotowari nekomata,千年之理,,,,,,,,
679,HAVOX,havokku,BlackY vs. Yooh,burakkiibaasasuyuu,havox blacky yooh,,,havoc,,,,,,
680,量子の海のリントヴルム,ryoushinouminorintovurumu,黒猫ダンジョン,kuronekodanjon,ryoushinoumi kuroneko,,,量子海,,,,,,
681,EBONY & IVORY,eboniiandoaiborii,OSTER project,osutaapurojiekuto,ebony ivory oster project,,,,,,,,,
682,パ→ピ→プ→Yeah!,papipuiee,ヒゲドライバー join. shully & Nimo,higedoraibaajoinshuriiandonimo,pa pi pu hige,,,,,,,,,
683,無双,musou,SOUND HOLIC Vs. VENUS feat. Nana Takahashi,saundohorikkubaasasuviinasufiicharingunanatakahashi,musou sound holic,,,,,,,,,
684,ロンロンへ　ライライライ！,ronronherairairai,ここなつ,kokonatsu,ronron kokonatsu,,,,,,,,,
685,感情の魔天楼 ～ Arr.Demetori,kanjounomatenrou,Demetori,demetori,kanjyouno demetori,感情的魔天楼|感情的摩天楼,,,,,,,,
686,In The Breeze,inzaburiizu,96 & Sota ft. Mayumi Morinaga,kuroandosoutafiicharingumayumimorinaga,in the breeze 96 sota,,,,,,,,,
687,Sounds Of Summer,saunzuobusamaa,Hommarju,omaaju,sounds of summer hommarju,,,,,,,,,
688,リカーシブ・ファンクション,rikaashibufankushon,OSTER project,osutaapurojiekuto,recursive function oster project,,,,,,,,,
689,TOXIC VIBRATION,tokishikkubaibureeshon,SOUND HOLIC Vs. T.Kakuta feat. YURiCa,saundohorikkubaasasuteiikakutafiicharinguyurika,toxic vibration sound holic,,,,,,,,,
690,citrus,shitorasu,kamome sano,kamomesano,citrus kamome sano,,,,,,,,,
691,夏色DIARY -Summer Dazzlin' Vacation miX-,ﾞakeishonmikkusu,猫叉王子 feat. PHQUASE vs. MAD CHILD,nekomataoujifiicharingufukasevaasasumaddochairudo,natsuirodiary sdvx phq mad,,,,,,,,,
692,ΑΩ,arufaomega,BlackY,burakkii,alphaomega blacky,,,青龙,AO,,,,,
693,Blastix Riotz,burasuteikusuraiottsu,"かめりあ as ""Bang Riot""",kameriaazubanraiotto,blastix riotz kameria,,,朱雀,暴徒,,,,,
694,Preserved Valkyria,purizaabudovarukyuria,ぺのれり,penoreri,preserved valkyria penoreri,,,白虎,女武神,,,,,
695,XyHATTE,saihate,cosMo＠暴走Ultimate,kosumoattobousouaruteimetto,xyhatte cosmo,,,玄武,最果て,,,,,
696,暴走,bousou,cosMo＠暴走P,kosumoattobousoupii,bousou cosmo,,,,,,,,,
697,消失,shoushitsu,cosMo＠暴走P,kosumoattobousoupii,syousitsu cosmo,,,,,,,,,
698,灼熱Beach Side Bunny,shakunetsubiichisaidobanii,DJ Mass MAD Izm*,diijieemasumaddoizumu,syakunetsu djmass,灼热beach side bunny,,灼热小太阳,,,,,,
699,ΕΛΠΙΣ,erupisu,dj TAKA,diijieetaka,elpis djtaka,,,断罪,,,,,,
700,Starlight Dance Floor,sutaaraitodansufuroa,発熱巫女～ず,hatsunetsumikoozu,starlight dance floor hatunetumiko,,,,,,,,,
701,Treasure,torejaa,発熱巫女～ず,hatsunetsumikoozu,treasure hatunetumiko,,,,,,,,,
702,三つ数えろ,mittsukazoero,豚乙女,butaotome,mittsukazoero butaotome,数到三,,,,,,,,
703,我楽多イノセンス,garakutainosensu,Last Note.,rasutonooto,garakuta innocence lastnote,废弃物纯真,,我乐多,,,,,,
704,FLOWER,furawaa,DJ YOSHITAKA 「jubeat」より,diijieeyoshitaka,flower djyoshitaka,,,花,,,,,,
705,Got more raves？,gottomoareibusu,E.G.G.「グルーヴコースター」より,iijiijii,gotmoreraves egg,,,郭沫若,,,,,,
706,きたさいたま2000,kitasaitamanisen,LindaAI-CUE（BNGI）「太鼓の達人」より,rindaaikyuu,kitasaitama lindaaicue,,,北埼玉2000,,,,,,
707,Garakuta Doll Play,garakutadoorupurei,t+pazolite 「maimai」より,topazoraito,garakuta doll tpazolite,,,GDP,小丑,,,,,
708,マサカリブレイド,masakaribureido,REDALiCE,reddoarisu,masakari blade redalice,,,钺刃,大先生,农业,,,,
709,月光乱舞,gekkouranbu,P*Light,piraito,gekkouranbu plight,,,,,,,,,
710,めうめうぺったんたん！！,meumeupettantan,日向美ビタースイーツ♪,hinatabibitaasuiitsu,meumeu hinatabi,,,,,,,,,
711,ちくわパフェだよ☆ＣＫＰ,chikuwapafedayoshiikeepii,日向美ビタースイーツ♪,hinatabibitaasuiitsu,chikuwa hinatabi,,,,,,,,,
712,ホーンテッド★メイドランチ,hoonteddomeidoranchi,日向美ビタースイーツ♪,hinatabibitaasuiitsu,haunted hinatabi,,,,,,,,,
713,都会征服Girls☆,tokaiseifukugaaruzu,日向美ビタースイーツ♪,hinatabibitaasuiitsu,tokaiseihuku hinabita,,,,,,,,,
714,滅亡天使 † にこきゅっぴん,metsuboutenshinikokyuppin,日向美ビタースイーツ♪,hinatabibitaasuiitsu,metsuboutenshi hinabita,灭亡天使,,,,,,,,
715,HAELE III ~Angel Worlds~,haaresuriienjieruwaaruzu,Yu_Asahina ft. Ritsuka,yuuasahinafiicharinguritsuka,haele iii yu asahina,,,HAELEQUIN3,,,,,,
716,Never Fails,nebaafeiruzu,lapix,rapisu,neverfails lapix,,,,,,,,,
717,ドーパミン,doopamin,U1 overground,yuuichioobaaguraundo,dopamine u1 overground,,,,,,,,,
718,Ultimate Ascension,aruteimettoasenshon,かめりあ,kameria,ultimate ascension kameria,,,ua,,,,,,
719,Ultimate Fury,aruteimettofuyuurii,Arch vs n3pu,aachibaasasunepu,ultimatefury archnepu,,,,,,,,,
720,アルティメットトゥルース -Phantasm-,aruteimettotouruusufantazumu,ふりらい feat. あにょ,furiraifiitoanyo,ultimatetruth furiraianyo,,,,,,,,,
721,Shirogane,shirogane,nmk vs b-UMB feat.青砥 雫 a.k.a. ℃iel,enuemukeebaasasubiianbufuyuucharinguaotoshizukueekeeeeshieru,shirogane nmkvsbumb,,,,,,,,,
722,常夏！！クリスタライズ・シャーベット,tokonatsukurisutaraizushaabetto,Ayatsugu_Otowa,ayatsuguotowa,tokonatsu ayatsugu,,,灼热,,,,,,
723,-約束-,yakusoku,ばんし,banshi,yakusoku banshi,约束,,,,,,,,
724,ジャンピン・スマイル,janpinsumairu,梅干茶漬け,umeboshichazuke,jumpinsmile umeboshi,,,,,,,,,
725,Angels And Demons,enjieruzuandodeemonzu,すのうまん,sunouman,angelsanddemons snowman,,,,,,,,,
726,Russet,rashitto,wellow,ueroo,russet wellow,,,,,,,,,
727,You Know-SDVX EDIT-,yuunooesudiivuiekkusueditto,源屋 with Kuroa*,minamotoyauizukuroa,youknow sdvx minamotoya,,,,,,,,,
728,NECRO PARTY,nekuropaatei,VALLEYSTONE vs udouddo,barisutonbaasasuudouddo,necroparty valleystone,,,,,,,,,
729,Utopia,yuutopia,溝口ゆうま feat. 大瀬良あい,mizonokuchiyuumafiicharinguooseraai,utopia mizonokuchi yuma,,,,,,,,,
730,そして紫の幻想曲は全てを受け入れる,soshiteshinofantajiawasubetewoukeireru,黄泉路テヂーモ×dawn-system,yomijitejiimodoonshisutemu,soshiteshino yomijitedimo,然后紫的幻想曲会吸纳这一切,,,,,,,,
731,東方妖々夢 ULTIMATE MEDLEY,touhouyouyoumuaruteimettomedoree,uma vs. モリモリあつし,yuumabaasasumorimoriatsushi,touhouyouyoumu medley uma morimori,东方妖妖梦 ULTIMATE MEDLEY,,,,,,,,
732,spectroscape,supekutorosukeepu,kuroburger,kurobaagaa,spectroscape kuroburger,,,,,,,,,
733,Deadly Dolly Dance,deddoriidooriidansu,Shiron,shiron,deadlydollydance shiron,,,,,,,,,
734,lost chain,rosutochein,まぁ言うてかぼちゃの色も橙だし多分大丈夫,maaiutekabochanoiromodaidaidashitabundaijoubu,lostchain kabocha,,,,,,,,,
735,Mayohiga Spurt,mayohigasupaato,さわわ,sawawa,mayohigaspurt sawawa,,,,,,,,,
736,Smooth Wind,sumuusuuindo,とろまる,toromaru,smoothwind toromaru,,,,,,,,,
737,Question.,kuesuchon,Tracy feat.築山さえ,toreeshiifiicharingutsukiyamasae,question tracy,,,,,,,,,
738,Fabula Nova,faburanova,unatra,unatora,fabulanova unatora,,,,,,,,,
739,鳥と桜と嘴と,toritosakuratokuchibashito,マッカチン企画,makkachinkikaku,toritosakurato makkachin,鸟与樱与嘴,,,,,,,,
740,Clash of swords,kurasshuobusoozu,Noah,noa,clashofswords noah,,,,,,,,,
741,人形裁判 -THIRD IMPACT-,ningyousaibansaadoinpakuto,激戦の人,gekisennohito,ningyousaiban gekisennohito,人偶裁判,,,,,,,,
742,MAGATORO,magatoro,上村香月,uemurakatsuki,magatoro uemurakatsuki,,,,,,,,,
743,JEHANNEDARC,jannudaruku,BlackY,burakkii,jehannedarc blacky,,,,,,,,,
744,ancient garden,enshientogaaden,Cororo,kororo,ancientgarden cororo,,,,,,,,,
745,Issen,issen,tanso a.k.a. モリヤマサト,tansoazunoun'azumoriyamasato,issen tanso moriyamasato,,,,,,,,,
746,S1CK_F41RY,shikkufearii,HOUJIROU,houjirou,s1ckf41ry houjirou,,,sick fairy,,,,,,
747,花ノ下連歌,hananomotorenga,Jan★Key,jankii,hananomotorenga jankey,花下连歌,,,,,,,,
748,交渉人・西行寺幽々子 vs スカーレット警察,koushouninsaigyoujiyuyukobaasasusukaarettokeisatsu,七条レタスグループ starring nachi,shichijouretasuguruupusutaaringunachi,kousyounin retasu,交涉人西行寺幽幽子vs斯卡雷特警察,,,,,,,,
749,Phantom dinning tonight!,fantomudiningutounaito,Tomoya feat. 黒崎朔夜,tomoyafiicharingukurosakisakuya,phantom dinning tonight tomoya,,,,,,,,,
750,Phantom Ensemble (ゆんゆん Remix),fantomuansanburuyunyunrimikkusu,ゆんゆん,yunyun,phantom ensemble yunyun,,,,,,,,,
751,ツインソウル～輪廻する旋律～,tsuinsoururinnesurusenritsu,C-CLAYS feat.小峠舞,shiikureisufuyuuchaaringukotougemai,twinsoul cclays,轮回之旋律,,,,,,,,
752,ハイスピヰド・ランパンシヰ,haisupiidoranpanshii,はがね,hagane,highspeed hagane,,,,,,,,,
753,Spice Road,supaisuroodo,C-CLAYS feat.小峠舞,shiikureisufuyuuchaaringukotougemai,spiceroad cclays,,,,,,,,,
754,モラトリアムノオト,moratoriamunooto,東雲夏陽 Produced by シンゴ（マッカチン企画）＆アラ,shinonomenatsuhipurodeyuusudobaishingomakkachinkikakuandoara,moratoriamunooto shingo,,,,,,,,,
755,キズナ,kizuna,東雲心菜 Produced by 上村香月,shinonomekokonapurodeyuusudobaiuemurakatsuki,kizuna uemurakatsuki,,,,,,,,,
756,コンフェイト＊コンチェルト,konfeitokoncheruto,ここなつ Produced by U-ske,kokonatsupurodeyuusudobaiyuusuke,confeito concerto uske,,,,,,,,,
757,「ここなつ☆」は夢のカタチ,kokonatsuhayumenokatachi,ここなつ Produced by A than_Lily,kokonatsupurodeyuusudobaieizanririi,kokonatsuhayumeno athanlily,Coconatsu是梦想的形状,,,,,,,,
758,ムラサキグルマ,murasakiguruma,ここなつ Produced by はるなば,kokonatsupurodeyuusudobaiharunaba,murasakiguruma harunaba,,,,,,,,,
759,千客万来☆無問題！,senkyakubanraimoomantai,ここなつ Produced by uma,kokonatsupurodeyuusudobaiyuuma,senkyaku banrai uma,千客万来无问题,,,,,,,,
760,アナーキーインザ夕景,anaakiiinzayuukei,ここなつ Produced by ぬゆり,kokonatsupurodeyuusudobainuyuri,anarchy inthe uk nuyuri,,,,,,,,,
761,闇夜舞踏会 -緋碧と蝶のためのmasquerade-,yamiyobutoukaihihekitochounotamenomasukareedo,ここなつ Produced by あおいひと with イオ,kokonatsupurodeyuusudobaiaoihitouizuio,yamiyobutoukai aoihito,暗夜舞踏会 为了绯碧与蝶的假面舞会,,,,,,,,
762,Finally Dive,fainariidaibu,ここなつ Produced by lapix,kokonatsupurodeyuusudobairapisu,finallydive lapix,,,,,,,,,
763,お嫁にしなさいっ！,oyomenishinasaitsu,ARM＋夕野ヨシミ (IOSYS),aamuyuunoyoshimi,oyomenishinasai arm iosys,成为你的新娘吧,,,,,,,,
764,響縁,kyouen,豚乙女,butaotome,kyouen butaotome,响缘,,,,,,,,
765,斑鳩,ikaruga,豊田竜行,toyotatatsuyuki,ikaruga toyotatatsuyuki,斑鸠,,,,,,,,
766,Take to Lips,teikutourippusu,Sound CYCLONE feat.大瀬良あい&℃iel,saundosaikuronfiitoooseraaiandoshieru,taketolips soundcyclone,,,,,,,,,
767,Two of Us,touuobuasu,Sound CYCLONE,saundosaikuron,twoofus soundcyclone,,,,,,,,,
768,メランコリック,merankorikku,Junky,jankii,melancholic junky,,,,,,,,,
769,みくみくにしてあげる♪【してやんよ】,mikumikunishiteagerushiteyanyo,ika,ika,mikumikunishiteageru ika,,,,,,,,,
770,ハッピーシンセサイザ,happiishinsesaiza,EasyPop,iijiipoppu,happy synth easypop,,,,,,,,,
771,ダブルラリアット,dabururariatto,アゴアニキ,agoaniki,double lariat agoaniki,,,,,,,,,
772,Chloé,kuroe,DJ Totoriott,diijieetotoriotto,chloe djtotoriott,,,,,,,,,
,,,,,,,,,,,,,,
774,neko＊neko,nekoneko,日向美ビタースイーツ♪,hinatabibitaasuiitsu,nekoneko hinatabi,,,,,,,,,
775,激アツ☆マジヤバ☆チアガール,gekiatsumajiyabachiagaaru,日向美ビタースイーツ♪,hinatabibitaasuiitsu,gekiatsu hinabita,,,,,,,,,
776,漆黒のスペシャルプリンセスサンデー,shikkokunosupesharupurinsesusandee,日向美ビタースイーツ♪,hinatabibitaasuiitsu,shikkokuno hinabita,漆黑的特别公主圣代,,,,,,,,
777,地方創生☆チクワクティクス,chihousouseichikuwakuteikusu,日向美ビタースイーツ♪,hinatabibitaasuiitsu,chihousousei hinabita,地方创生竹轮学,,,,,,,,
778,フラッター現象の顛末と単一指向性の感情論,furattaagenshounotenmatsutotan'itsushikouseinokanjouron,日向美ビタースイーツ♪,hinatabibitaasuiitsu,fluttergensyou hinabita,震颤现象的始末和单向性的感情论,,单一指向性,,,,,,
779,conflict,konfurikuto,siromaru + cranky,shiromarupurasukurankii,conflict siromaru,,,,,,,,,
780,墨染 ft. ネコメアリ,sumisomefuyuucharingunekomeari,Iceon(Frost Fragment),aisuonfurosutofuragumento,sumisome iceon,,,,,,,,,
781,Alice Maestera feat. nomico,arisumaesuterafiicharingunomiko,Alstroemeria Records,arusutoromeriarekoozu,alice maestera alstroemeria records,,,,,,,,,
782,Dreaming feat. nomico,doriimingufiicharingunomiko,Alstroemeria Records,arusutoromeriarekoozu,dreaming alstroemeria records,,,,,,,,,
783,VOLTEXES,borutekusesu,Sota Fujimori,soutafujimori,voltexes1 sota fujimori,,,一代主题曲,,,,,,
784,VOLTEXES II,borutekusesu 2,Sota Fujimori,soutafujimori,voltexes2 sota fujimori,,,二代主题曲,,,,,,
785,VOLTEXES III,borutekusesu 3,Sota Fujimori,soutafujimori,voltexes3 sota fujimori,,,三代主题曲,,,,,,
786,雲の彼方,kumonokanata,Cororo,kororo,kumonokanata cororo,云之彼方,,,,,,,,
787,Candy Colored Hearts,kyandiikaraadohaatsu,はるなば,harunaba,candycoloredhearts harunaba,,,,,,,,,
788,NEO GRAVITY,neogurabitei,lapix,rapisu,neogravity lapix,,,新重力,,,,,,
789,End to end,endotsuuendo,Noah,noa,endtoend noah,,,ete,,,,,,
790,EMPIRE OF FLAME,enpaiaobufureimu,かめりあ,kameria,empireofflame kameria,,,火帝国,,,,,,
